N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	M0P0	M0P1	Class
0	0	1	1	2.755785511	7.995704486	69.21262579	1	26.88866189	0	84.44309568	0	9.672604479	1	1	43.21212624	0	0	27.32548963	2.340049391	1
1	0	0	1	18.02408315	37.20898444	13.7524252	0	4.06892433	2	111.6027701	1	123.8651534	0	1	45.8028565	1	0	5.861252742	28.9878677	1
0	0	0	0	61.38282013	47.05354376	22.45090424	2	70.75842917	2	8.713591435	0	50.15149943	2	0	19.40308427	0	0	41.32338291	27.91475417	1
1	0	0	1	53.44550232	36.88971684	17.73035527	0	69.16739803	0	49.43065602	1	46.10705635	0	0	85.09160634	2	0	116.9067598	97.58450231	1
0	0	0	0	58.81490951	9.995546957	24.77131445	1	18.69765836	1	27.07329883	1	66.19136934	1	2	24.45836896	1	0	18.27893034	42.50385933	1
0	0	0	1	98.92250301	89.81005035	49.20916429	2	6.562145237	1	85.14863305	1	85.42762363	0	1	82.32007946	1	0	57.25159456	146.8190623	1
1	2	1	1	29.72434558	42.62514073	35.93628405	2	42.5002197	0	89.80462138	0	11.14548746	1	0	18.33795528	1	0	72.89388976	114.9419359	1
0	1	0	1	49.00582006	7.666032126	5.494533732	0	58.75485006	1	49.92586203	1	97.60245662	1	1	14.08610151	2	0	11.92757209	19.9779971	1
0	1	0	2	21.3568239	13.29415344	18.38230216	1	43.25907649	0	47.51808369	1	15.67895774	0	0	87.69617852	1	0	54.03045387	60.42558709	1
0	1	0	0	94.56485742	36.98525597	24.96107419	2	37.45371737	2	72.35253845	1	145.1518399	1	1	84.57075136	1	0	71.91132161	56.13093025	1
0	0	0	1	51.80898285	49.44763926	27.85418128	2	21.56620578	1	18.15450279	2	92.25568561	1	0	91.91215254	1	0	76.44142733	84.68515689	1
0	1	0	1	97.0388254	3.004464153	92.72272286	1	10.91897942	0	7.076633254	0	73.88465322	2	1	7.782743892	1	0	7.547160246	38.76658564	1
0	0	0	0	3.302247131	46.4118173	27.89292648	0	19.68697049	2	98.82010871	0	35.43394064	0	2	4.646659093	0	1	36.08685365	2.277392617	1
0	0	0	1	78.09949964	30.04775361	47.93008388	1	2.913761232	0	8.713132498	0	83.22155232	1	1	10.19652528	1	0	11.23548544	48.37271395	1
0	0	0	0	85.95357145	22.02521238	104.7748165	1	62.3075294	2	109.1336847	1	54.31615136	1	1	34.74001796	1	0	21.06234751	3.917085384	1
0	0	0	1	111.3452407	36.94900965	39.87410501	0	14.20314181	1	62.69011937	0	110.3575836	2	1	9.93590009	1	0	34.46413366	21.10847155	1
0	0	0	1	57.05804499	14.06375113	2.168814726	0	4.930706803	2	55.01914826	0	98.59386254	0	1	8.91458481	0	0	45.55342195	36.85321079	1
0	0	0	0	102.2644804	20.15653931	2.381922884	1	49.98479964	0	77.70582171	1	107.2445378	0	1	49.56060211	1	0	71.06529053	98.89297741	1
0	0	0	1	96.92219493	2.516611753	16.65613644	1	3.687098317	0	134.0731719	1	55.19027726	1	2	31.02978364	0	0	6.611950295	36.83293312	1
0	1	0	0	66.49745576	30.35828618	20.29514011	2	46.14013253	1	84.53732691	0	36.54736311	0	1	7.292358356	0	0	30.12977359	15.22326285	1
1	1	0	0	50.12544036	27.33640456	45.43584076	1	15.96333843	0	86.15662861	2	5.337361043	2	0	46.20668778	0	0	8.071216699	16.6173517	1
0	0	0	1	89.67020018	49.59933182	66.81587437	1	96.63538256	0	51.77121079	0	92.27145996	0	2	89.13730618	0	0	7.040228299	28.24513341	1
0	1	1	0	43.32116148	16.53966171	34.93688599	1	16.06263788	2	24.94788024	1	7.104338714	0	1	57.13636844	1	1	42.67282234	5.43022741	1
0	1	0	1	121.2679607	41.09474596	21.27506379	2	31.74020354	1	78.64676588	1	22.91444128	0	2	5.788642003	1	1	44.23186076	26.78657009	1
0	1	0	0	75.74681548	91.43112672	73.81697338	1	21.77879229	1	89.80502444	0	25.20898191	1	1	123.3623297	0	0	38.01937708	39.0658612	1
1	1	0	0	61.63933457	21.79847634	15.85773327	0	16.70787383	1	9.611092132	1	19.52679578	2	1	48.4626609	0	1	17.08642063	19.13675347	1
0	0	0	0	108.5452077	43.52245418	2.367472198	0	35.49333348	1	93.32538456	0	40.87078238	2	1	3.168159364	2	1	21.74444062	11.82249159	1
0	0	0	1	87.71839348	31.52092893	98.0136371	0	24.87337402	1	74.60517553	0	98.73814331	1	2	79.08279836	1	0	104.6567891	95.42657669	1
1	1	1	1	62.81020435	19.88421374	19.59870333	1	41.33175535	1	85.30560065	2	146.012302	0	1	11.44196184	0	0	78.13560083	110.3607359	1
0	0	1	2	53.81639533	20.69687689	31.9920831	0	67.43503852	1	50.0935479	0	92.60770459	1	2	44.35157283	0	0	14.51196205	11.00529249	1
0	0	0	1	60.09320681	10.34563872	2.438681628	1	29.60061341	0	85.60219623	1	88.58322776	1	0	9.824882802	1	1	51.96708276	83.53439853	1
0	0	0	1	62.33975216	34.57690982	41.54786759	2	40.40134744	1	107.2655143	1	79.27865939	1	1	37.51555708	1	0	26.5547969	147.910088	1
0	1	0	0	37.84625106	98.307864	26.22564031	1	44.84448995	0	16.69872851	0	103.2959583	0	2	44.29417782	1	0	2.739767762	7.550837601	1
0	1	0	1	77.1497278	32.94852722	25.26464107	1	0.026037694	1	2.698182026	0	44.52390156	2	1	98.15839396	0	0	35.80541983	7.78388614	1
0	0	0	0	147.0757467	80.83503178	45.98791644	1	36.0568354	0	6.354682141	1	47.97640541	0	0	33.54973134	1	0	21.177777	42.19075616	1
0	0	0	0	57.59487914	39.44239824	75.18148361	0	36.10818027	0	24.02464706	2	137.438317	1	1	35.92673843	0	0	49.61268332	111.9131021	1
0	2	1	1	10.63215149	27.15604481	92.11256639	1	16.51287265	1	50.2727389	1	26.25801734	2	0	78.8224222	0	0	26.65583492	34.19064612	1
0	2	1	1	4.576855853	85.49716921	34.92785223	0	55.36084724	0	52.00983384	0	54.11156182	1	1	44.03632988	2	0	16.70601492	24.83124727	1
0	1	1	1	139.9134935	19.13211354	10.48224025	1	4.840905837	0	4.011774162	0	29.05630355	0	1	91.81355567	1	1	41.38995932	20.99600135	1
0	0	0	1	137.1018326	15.87479823	19.9961905	1	53.10042043	1	65.32074714	0	1.736394061	0	0	2.709426626	1	0	5.898388352	29.62904317	1
0	0	0	1	88.96605845	45.65218591	46.95039705	1	77.93388015	0	39.44253391	0	78.99270981	1	2	19.1170334	1	0	52.76756966	93.13187715	1
0	0	0	0	136.232813	41.63309832	82.63705691	1	34.22062003	0	33.14595195	1	81.26284542	1	1	92.28275827	0	1	52.47005543	73.81589852	1
0	0	0	0	94.56640718	23.822585	72.25016815	1	48.76332837	0	10.12249873	0	63.93194124	2	1	11.82281281	0	0	72.4674598	77.20105769	1
0	1	0	1	52.62909562	41.84752354	44.46557425	2	39.93500746	0	46.28260161	0	45.523197	1	1	11.13471195	0	0	7.800833533	26.09038938	1
0	0	1	2	81.67135804	35.4001282	22.45420664	1	20.58588862	2	96.68494705	0	81.79648222	0	0	36.43339264	0	0	40.04852209	46.3851162	1
0	1	0	0	51.25674619	6.458914771	20.2962444	1	26.79918826	1	58.79515112	2	136.0057772	1	1	19.54230328	0	1	37.20480215	47.14458792	1
0	0	0	1	79.92172249	37.65181787	22.23132617	0	49.14710254	0	68.10622641	1	68.61929883	1	1	21.28235159	0	0	3.12904803	33.81464183	1
0	0	1	1	122.8107459	41.52996732	43.6408558	0	16.23681552	1	5.466477156	1	20.3443026	1	0	9.572322972	0	0	19.27066937	9.038135172	1
1	1	0	2	73.5682471	31.72354874	31.95922229	1	26.46564253	0	8.768132228	1	77.76479879	2	1	28.33229167	0	0	7.383307657	2.901919361	1
0	0	0	1	24.22781632	28.67637796	15.26860208	2	25.90795756	1	140.6892957	1	75.83659616	1	2	14.2442177	0	1	27.14263185	23.53499632	1
0	1	0	1	41.14388938	18.17900287	60.22944289	1	30.08837931	1	16.80276669	0	135.7939452	2	1	45.6168212	0	0	92.24112567	96.01907645	1
0	0	0	0	65.18203158	67.29160274	21.61581732	2	47.76878779	0	36.38132918	1	78.19989621	1	1	23.82510554	1	1	53.40409594	62.77587347	1
0	0	0	2	49.32150096	27.59727895	51.43329297	1	6.74129377	1	56.31168038	0	17.63493856	1	0	54.73447346	0	0	52.78558042	93.155953	1
0	1	0	1	1.669158049	8.291939465	47.87987436	0	33.85949052	0	32.26620732	0	38.51190144	1	0	81.5988501	2	1	49.48255429	0.491324189	1
0	0	1	0	81.4536486	42.81958269	26.15248521	1	31.33794877	2	61.72349766	2	75.91775035	1	1	39.93577179	2	0	13.69110994	42.79729942	1
0	0	0	0	142.4766476	82.50332639	3.938981465	1	6.280991583	2	51.98929477	1	106.1031352	0	2	48.72291566	1	0	10.84220803	48.35640612	1
0	1	0	2	78.27038008	43.9386306	99.15453492	2	37.2728147	0	38.78470496	1	56.76645592	2	2	36.84328452	0	0	5.985619303	39.42788966	1
0	2	0	2	48.03353768	7.415481359	18.90751991	0	25.04089498	0	22.33835367	1	53.32627876	1	1	7.787089196	0	0	89.72142885	60.57742179	1
0	0	0	1	96.1717146	93.07859648	26.11212423	2	14.77263578	1	139.5534976	1	144.2846851	1	2	80.1248376	1	1	33.04397178	13.41034953	1
0	0	0	0	57.55710245	92.96412492	9.598438352	1	1.754577913	0	24.0584911	0	67.46073982	1	2	8.332794981	0	0	60.63051345	86.49884488	1
0	0	0	0	44.19978399	14.37143877	24.16353937	0	16.58593135	1	99.02454648	0	96.5172973	0	0	99.95123072	1	0	35.36362544	4.652321257	1
1	1	0	0	6.476840344	28.54942847	47.9704099	1	10.95751706	0	91.0588551	1	25.01786445	1	1	9.106760907	1	0	87.51283953	58.89115677	1
1	1	1	2	64.61780683	32.62720184	3.78659553	1	10.3977239	0	92.63317894	0	75.00814196	2	2	80.26258582	1	0	36.54493192	29.72273413	1
0	0	0	1	96.66586992	42.34728596	13.35387756	1	25.70554985	1	3.66220576	1	95.28506827	1	0	30.26440217	0	1	66.70571271	93.43221257	1
0	0	0	1	34.42455033	19.34843356	42.93946174	2	16.34329613	1	60.17651145	0	42.62554827	1	0	69.37337848	0	1	39.1754934	6.387645556	1
1	1	1	0	103.3057393	7.923456704	45.1034045	1	18.41438587	0	15.80426726	2	59.53921098	0	1	4.731991528	1	0	11.06547269	41.56404653	1
0	1	1	0	102.7418394	85.3973866	5.03712328	0	20.3110586	2	136.3409395	1	79.96403274	1	1	1.14728717	1	0	81.53640143	90.32772152	1
0	1	1	2	4.150058464	40.01246078	11.038929	2	1.227705686	1	22.61856494	0	131.4512156	2	1	3.112842514	1	1	17.85369021	38.12248459	1
2	0	0	1	83.71551217	39.41398106	1.921196028	1	8.148790165	1	84.72227382	0	60.89942803	2	0	74.46984583	0	1	40.75608115	44.80623946	1
0	0	0	1	77.97195963	38.41618397	3.96601623	1	3.530023378	2	131.4456161	1	96.59930847	1	0	35.83153078	1	0	4.649345545	45.29243308	1
1	0	0	1	10.86924216	32.89854544	0.537596774	2	22.34603804	1	35.04844004	1	55.0870559	2	0	8.774492404	2	0	39.93840296	4.470388318	1
0	0	0	0	54.55510377	30.6708189	2.164085245	2	45.22990747	0	13.87926443	1	110.6307235	1	0	70.82715622	1	0	24.55207119	15.6671617	1
0	1	0	1	87.76523999	27.43993114	35.61609713	1	17.46718281	2	48.06610036	1	48.0468716	1	0	84.90905668	0	0	63.24321799	63.41315921	1
0	0	1	2	5.223110083	23.54766229	24.95836971	1	88.54725084	1	47.24149634	1	132.6810773	2	1	30.12175682	0	0	35.88313165	11.63440764	1
0	0	0	1	140.6658576	96.90705941	8.629221934	1	49.5302087	0	109.5659043	0	21.69174706	2	0	13.30347396	1	0	11.55503428	33.63888289	1
0	0	1	1	120.5823036	25.4821464	58.30696761	1	13.36381981	2	33.55693969	1	90.51922113	1	0	46.82632127	1	0	4.962675392	21.15223985	1
0	0	0	1	69.44206724	13.37815852	27.50072514	1	1.203781388	0	97.8493967	0	36.72276154	1	0	75.92163514	1	0	2.820086396	23.46869767	1
0	0	1	1	35.44962671	10.87468198	17.54792239	1	3.502822078	0	6.53006531	2	93.00900576	2	0	42.76936353	1	0	34.16727514	17.17219968	1
0	0	0	0	85.6007804	7.579396533	84.64771271	0	6.086321608	0	57.05096295	1	114.8514732	1	2	20.82902989	2	0	7.298252388	47.50340396	1
0	0	0	1	5.980663171	4.206334534	35.46834777	1	2.297789917	0	36.41333934	0	36.93005471	1	1	63.11962619	0	0	124.3259419	70.3900429	1
0	0	0	2	63.1457131	18.98168711	40.30720626	1	32.8742165	2	40.64741228	0	66.57296351	1	1	13.9879707	2	1	10.44964677	29.4088532	1
0	0	0	1	18.46503783	7.485888597	37.59765151	1	7.631265536	0	66.44718764	0	91.35400023	1	1	99.2199023	1	0	81.47606618	58.41329404	1
0	0	0	0	85.18668613	7.755318272	43.10556852	1	2.603364468	0	43.44039436	1	8.620437269	1	1	78.02776749	0	0	81.54115641	90.40189604	1
0	0	1	1	145.9322023	13.50699615	39.90053866	2	23.98693129	1	77.55599349	0	116.06598	2	1	3.848156316	0	0	12.91476583	39.66800214	1
0	0	0	1	77.43540181	12.78659834	13.73581582	1	34.75041182	2	62.64191465	2	95.14904413	1	1	68.38298005	1	1	54.65863454	58.87606621	1
0	1	0	0	134.8106857	13.75711075	89.94588407	1	29.59189877	0	100.3510869	1	21.83838391	1	0	12.40454375	0	0	11.05076668	7.184525352	1
0	0	1	1	38.94013201	75.42629898	16.30046919	0	76.17790756	0	1.685712553	0	96.12471362	0	1	67.94734476	1	0	56.6546753	91.31409766	1
0	0	0	2	59.54840816	22.84326619	3.73356955	1	23.78361316	1	149.2464232	2	35.535504	0	1	27.28432253	0	0	2.217578066	16.99195005	1
0	0	0	1	118.6766566	67.93944911	18.95163702	0	38.70596523	0	64.3955458	0	89.92979073	1	0	26.11702851	1	0	99.78781602	87.77576615	1
0	0	0	0	46.026572	1.472373339	20.77751257	1	9.239378033	1	124.973686	1	128.8485649	1	1	81.96827941	0	1	10.60810555	26.77159291	1
0	0	0	1	61.81906591	13.85839882	39.09203545	2	16.41870443	0	40.46104376	1	24.7616189	0	1	13.96839025	0	0	35.75497182	45.25191435	1
0	0	1	1	129.8777912	8.468219181	43.0348752	1	19.35502073	0	52.95020826	2	28.09693192	0	1	25.54249241	0	0	112.2826549	88.05165662	1
0	0	2	1	115.4739683	7.666276906	7.510424067	0	22.01566485	0	140.3671209	0	50.28574889	1	1	9.205240467	1	1	62.8197762	132.5091206	1
0	1	1	1	31.66339896	40.85556603	12.80067337	2	39.4068841	1	18.38684929	0	144.4892555	2	1	21.05496695	0	0	69.56999765	92.27630524	1
0	0	0	0	129.9610843	32.2947036	24.42595427	1	2.91720386	0	76.68744292	1	4.126544954	1	2	17.35933059	0	0	67.72293275	72.98234861	1
1	0	0	1	91.07963347	51.27344443	73.57886036	0	14.41074141	0	80.09874883	0	146.2748606	1	2	64.94449831	0	1	14.95822821	28.56466785	1
0	0	0	1	25.46187787	63.12782881	43.77841323	2	89.33798985	1	70.2838974	0	2.7080378	1	0	98.65734154	1	0	92.91364371	70.94057954	1
0	0	0	1	46.69227135	5.57446093	42.69486476	1	20.29032674	0	114.6419574	0	75.61921666	0	1	1.425051737	0	0	81.79944268	105.1977962	1
0	0	0	0	9.445197101	5.899786295	13.72036252	2	64.5999707	1	139.4633555	1	43.76516741	1	2	47.81864798	1	0	77.96191204	62.4304394	1
0	2	1	0	124.961996	28.89690935	98.40914949	0	39.99242321	0	34.93045283	1	27.15969056	2	2	14.08548738	0	0	87.38281913	72.76381977	1
0	0	0	1	17.58077783	27.6499312	0.417175643	2	48.75713653	1	129.2130884	0	81.69139796	0	1	41.4650716	0	0	43.98180704	41.05095647	1
0	0	0	1	87.76682043	9.751546117	53.75323621	0	20.30818168	0	6.64161719	1	108.6456998	1	0	48.39363206	1	1	93.72931926	92.95024995	1
1	1	0	0	76.14761853	14.61630412	26.04255441	0	64.83590247	0	26.32897406	1	43.79162068	1	1	5.422578375	2	0	54.43311876	74.74460466	1
0	0	0	2	106.3880774	4.079486041	6.49562424	2	68.07282767	2	39.75758588	2	41.27492632	1	2	34.29941019	0	0	20.96697894	37.32739781	1
1	0	0	2	2.305873439	31.04405899	7.406227058	1	41.39185548	0	146.0244912	0	26.17227663	0	2	0.269712873	1	0	45.89018307	29.81351512	1
0	0	0	1	77.02074625	47.03100453	22.16267586	1	5.806643947	0	79.60349691	0	141.5632979	2	1	22.66332034	0	1	16.29039055	24.11724761	1
0	0	0	1	124.7016186	10.21773729	66.82373658	2	0.685276889	0	58.48282855	0	125.7114651	2	0	43.0877378	0	0	14.8202536	136.0907982	1
0	0	0	0	80.38490057	19.80547533	57.58770583	1	27.92640383	0	92.09880418	0	23.82480333	0	1	16.9463479	1	0	10.65241044	8.513855715	1
0	0	0	1	110.4415177	36.55003589	43.68242809	0	8.346344265	0	4.613385425	0	7.017072611	0	1	21.00333883	1	1	67.41378254	67.9108435	1
0	0	0	1	75.01238124	34.21403922	44.01544871	1	21.54645403	0	95.88362878	1	90.81509436	1	0	23.71629409	0	0	73.45494419	98.44056187	1
0	1	0	0	125.4731862	47.19899226	30.01809336	1	3.442604056	2	53.1512818	0	61.02229314	1	0	20.57489943	1	0	79.96605689	98.28726597	1
0	0	0	2	51.87549511	43.25736664	21.99185963	2	27.76832332	2	43.6683822	1	41.21663445	0	1	3.522172786	0	1	51.92665401	86.5322645	1
0	0	0	1	84.30285517	25.56584993	35.26603177	1	21.55083432	1	43.22883664	1	64.45710968	1	0	26.42380694	0	0	43.84337755	15.96029311	1
0	2	0	1	20.77757056	61.45211962	65.45642675	0	13.68057105	0	141.1534894	0	96.12195698	0	2	48.02342111	1	0	69.90083737	54.7503257	1
1	0	1	1	70.3473329	29.66941341	7.281169676	1	47.25239946	1	23.50574168	1	17.08948949	0	0	4.52907049	1	1	77.64622004	55.71656922	1
0	1	0	0	116.9834287	44.82943895	25.64553516	2	12.07849711	1	41.54349995	1	52.33689182	1	1	33.15952405	2	1	75.11081424	86.61551973	1
0	0	0	1	149.9628128	47.85929526	16.45862966	1	26.39504013	2	15.84118863	1	54.54258986	0	1	30.40557632	1	0	51.69403437	70.3847771	1
0	2	0	2	27.72096219	5.272844156	86.49852879	1	6.386374316	0	135.2527033	2	11.82645297	0	1	89.93768893	0	0	27.98486018	20.36648912	1
0	0	0	1	43.25479995	20.08165346	107.8866134	2	20.61338835	2	60.83681699	1	85.93365326	1	1	38.50712778	1	0	0.692317679	45.41822274	1
0	0	1	1	11.4584647	0.174603466	95.21527954	1	1.495636481	0	81.34773258	1	32.55883631	1	1	56.40267069	0	0	148.382727	82.98996814	1
0	0	0	1	9.112547464	0.782881769	38.29789441	0	15.36135578	1	77.66122012	1	62.55123248	1	2	40.46559255	0	0	53.45713815	86.53940288	1
0	1	0	2	98.44006667	24.42997789	52.1393128	2	7.775115562	0	18.01828288	0	63.07597517	2	0	14.0171605	0	0	76.13604549	70.79151535	1
0	1	0	0	68.51502649	4.892463753	47.79348079	1	0.853528772	0	142.7541591	2	77.53835823	1	0	71.09468023	0	0	18.71236022	43.54933	1
0	1	1	1	143.9745735	19.616607	36.20894933	1	38.53744688	0	51.87628887	2	26.96424011	1	0	1.006337168	1	1	34.98444635	1.123942628	1
0	0	0	1	50.70140854	32.5087378	40.39014772	1	40.86067316	2	2.814471186	2	33.13743982	1	0	27.80829031	2	0	6.142559371	30.30623492	1
0	0	0	1	30.17234054	37.49351015	19.53269778	2	20.26278714	0	80.38465413	1	59.91067327	2	0	45.22052647	0	0	19.43524645	31.28104799	1
0	1	1	0	36.68502113	45.71420168	42.96449832	1	15.2829574	0	33.77671914	1	56.93412287	1	1	69.03043877	0	1	64.40766702	69.85906461	1
1	0	1	1	10.51903618	39.8861793	30.01157973	0	3.517408382	0	11.34295037	2	99.23456137	0	1	14.08865582	0	0	42.33442099	33.95335974	1
0	0	1	0	52.09695553	43.89835596	26.90685258	1	29.74669315	0	82.5391409	0	92.42396069	0	2	31.00891475	0	0	118.6527463	59.7898516	1
0	1	1	0	103.3810654	36.52417759	22.31891111	1	31.34109802	0	103.4613686	1	126.8974936	0	0	43.36990807	2	0	29.14712301	20.96382985	1
1	0	1	1	92.88160517	8.152144642	11.39825399	1	15.08502614	2	93.84391	1	25.69430058	0	1	30.63951632	1	0	31.83343468	34.97532398	1
0	0	0	2	18.89776316	43.27561248	93.65931309	1	47.95939854	0	96.84956291	1	138.5466649	1	0	99.92384081	0	2	10.91864807	43.79955286	1
0	0	0	1	29.07328293	45.29629043	72.50533695	0	6.721777817	1	73.52428608	1	91.38211945	0	1	10.63847615	0	0	48.11109351	4.496670438	1
0	1	0	1	78.02138404	31.17673046	102.8669929	1	12.32288212	0	27.71538508	1	19.17510492	1	0	88.88656156	1	1	17.25582199	2.145841044	1
0	0	0	2	6.302585814	7.315862464	83.6857755	0	98.01782511	0	2.055782365	1	139.4224978	0	0	14.82737368	1	1	64.53945873	66.63927915	1
1	0	1	1	72.21904955	42.96515555	37.49210314	1	39.33377983	0	13.51548404	0	106.8137087	1	0	22.34650122	1	0	47.20827894	38.64952476	1
